,"Unnamed: 0","Id_x","R_x","Nome","Squadra_x","Pg","Mv","Mf","WeightedPerf","Name","Id_y","R_y","Squadra_y","Qt. Amantra","Qt. Imantra","Diff.","ComputedPrices"
348,348,,,,,,,,5.53566359346158,"LUISALBERTO",2085,"T","Lazio",20,19,1,26.532449872091
104,104,474,"A","GERVINHO","Parma",29,6.09,7.24,5.52526315789474,"GERVINHO",474,"A","Parma",19,19,0,26.4337858311925
159,159,798,"D","SKRINIAR","Inter",35,6.1,5.99,5.51710526315789,"SKRINIAR",798,"Dc","Inter",15,15,0,26.3563957204814
74,74,342,"C","PAROLO","Lazio",32,6.17,6.55,5.51578947368421,"PAROLO",342,"M;C","Lazio",15,15,0,26.3439134445602
175,175,1879,"A","FARIAS","Empoli",31,6.02,6.76,5.51473684210526,"FARIAS",1879,"A","Lecce",10,11,-1,26.3339276238233
139,139,633,"C","FARES","SPAL",35,5.86,5.97,5.49868421052632,"FARES",633,"E","SPAL",7,7,0,26.1816438575854
38,38,236,"C","LAZOVIC","Genoa",33,5.95,6.32,5.48842105263158,"LAZOVIC",236,"E;W","Verona",8,8,0,26.0842821054005
11,11,90,"A","LASAGNA","Udinese",34,5.69,6.13,5.48473684210526,"LASAGNA",90,"Pc","Udinese",16,16,0,26.0493317328213
237,237,2215,"C","VERETOUT","Fiorentina",33,6.06,6.27,5.445,"VERETOUT",2215,"C","Roma",14,14,0,25.6723670000028
126,126,557,"C","BENASSI","Fiorentina",32,5.89,6.44,5.42315789473684,"BENASSI",557,"C","Fiorentina",14,14,0,25.4651612197118
217,217,2164,"D","MILENKOVIC","Fiorentina",34,5.93,6.06,5.4221052631579,"MILENKOVIC",2164,"Dd;Dc","Fiorentina",11,10,1,25.455175398975
300,300,2818,"C","BENNACER","Empoli",35,5.9,5.86,5.39736842105263,"BENNACER",2818,"M;C","Milan",12,12,0,25.2205086116575
53,53,277,"A","ICARDI","Inter",29,5.88,7.05,5.38026315789474,"ICARDI",277,"Pc","Inter",31,31,0,25.0582390246827
88,88,397,"C","ALLAN","Napoli",33,6.18,6.18,5.36684210526316,"ALLAN",397,"M;C","Napoli",15,16,-1,24.930919810287
40,40,238,"C","RINCON","Torino",33,6.12,6.17,5.35815789473684,"RINCON",238,"M","Torino",10,10,0,24.8485367892074
5,5,28,"C","KURTIC","SPAL",30,6.13,6.75,5.32894736842105,"KURTIC",28,"C;T","SPAL",16,16,0,24.5714302637581
349,349,,,,,,,,5.32052088617064,"RIBERY",2409,"W;A","Fiorentina",19,19,0,24.4914921896224
350,350,,,,,,,,5.32052088617064,"BALOTELLI",696,"Pc","Brescia",19,19,0,24.4914921896224
45,45,250,"P","HANDANOVIC","Inter",38,6.18,5.32,5.32,"HANDANOVIC",250,"Por","Inter",18,18,0,24.4865507874943
303,303,2826,"A","PUSSETTO","Udinese",32,5.92,6.27,5.28,"PUSSETTO",2826,"W;A","Udinese",12,12,0,24.1070895994916
179,179,1933,"C","MANDRAGORA","Udinese",34,5.75,5.9,5.27894736842105,"MANDRAGORA",1933,"M;C","Udinese",9,9,0,24.0971037787547
268,268,2743,"A","SANTANDER","Bologna",29,6.03,6.9,5.26578947368421,"SANTANDER",2743,"Pc","Bologna",11,11,0,23.9722810195433
206,206,2077,"C","PASALIC","Atalanta",31,5.89,6.45,5.26184210526316,"PASALIC",2077,"C;T","Atalanta",9,9,0,23.9348341917799
225,225,2179,"P","SIRIGU","Torino",36,6.35,5.53,5.23894736842105,"SIRIGU",2179,"Por","Torino",14,14,0,23.7176425907519
169,169,1868,"D","MURRU","Sampdoria",34,5.82,5.84,5.22526315789474,"MURRU",1868,"Ds;E","Sampdoria",8,8,0,23.5878269211721
93,93,409,"A","INSIGNE","Napoli",28,6.07,7.07,5.20947368421053,"INSIGNE",409,"A","Napoli",29,27,2,23.4380396101184
196,196,2008,"C","LINETTY","Sampdoria",32,5.97,6.17,5.19578947368421,"LINETTY",2008,"C","Sampdoria",11,11,0,23.3082239405385
224,224,2178,"P","CRAGNO","Cagliari",38,6.45,5.17,5.17,"CRAGNO",2178,"Por","Cagliari",11,11,0,23.0635713324841
118,118,529,"C","MISSIROLI","SPAL",34,5.87,5.74,5.13578947368421,"MISSIROLI",529,"M;C","SPAL",7,7,0,22.7390321585344
251,251,2306,"C","MATUIDI","Juventus",30,6.22,6.5,5.13157894736842,"MATUIDI",2306,"M;C","Juventus",13,13,0,22.6990888755868
16,16,118,"C","RADOVANOVIC","Genoa",35,5.66,5.53,5.09342105263158,"RADOVANOVIC",118,"M","Genoa",7,6,1,22.3371028738737
101,101,467,"C","NAINGGOLAN","Inter",28,6.21,6.91,5.09157894736842,"NAINGGOLAN",467,"C;T","Cagliari",16,16,0,22.319627687584
10,10,73,"D","GAGLIOLO","Parma",34,5.87,5.68,5.0821052631579,"GAGLIOLO",73,"Ds;Dc","Parma",8,8,0,22.2297553009519
207,207,2083,"D","BIRASCHI","Genoa",34,5.81,5.68,5.0821052631579,"BIRASCHI",2083,"Dd;Dc","Genoa",8,8,0,22.2297553009519
102,102,469,"C","PJANIC","Juventus",30,6.12,6.37,5.02894736842105,"PJANIC",469,"C","Juventus",15,15,0,21.7254713537377
188,188,1986,"C","FOFANA","Udinese",31,5.94,6.15,5.01710526315789,"FOFANA",1986,"M;C","Udinese",12,12,0,21.6131308704474
59,59,295,"D","ASAMOAH","Inter",32,6.02,5.95,5.01052631578947,"ASAMOAH",295,"Ds;E","Inter",11,10,1,21.5507194908417
52,52,265,"C","BROZOVIC","Inter",32,5.91,5.94,5.0021052631579,"BROZOVIC",265,"C","Inter",12,11,1,21.4708329249464
64,64,312,"A","MANDZUKIC","Juventus",25,6.36,7.6,5,"MANDZUKIC",312,"Pc","Juventus",21,21,0,21.4508612834726
258,258,2391,"C","EKDAL","Sampdoria",32,6.02,5.92,4.98526315789474,"EKDAL",2391,"M;C","Sampdoria",8,8,0,21.3110597931558
297,297,2802,"C","BARILLA'","Parma",31,5.89,6.08,4.96,"BARILLA",2802,"C","Parma",7,7,0,21.0714000954699
54,54,280,"A","PALACIO","Bologna",28,6.3,6.73,4.95894736842105,"PALACIO",280,"A","Bologna",13,13,0,21.0614142747329
51,51,264,"C","BESSA","Genoa",32,5.84,5.88,4.95157894736842,"BESSA",264,"C;T","Verona",8,8,0,20.9915135295745
283,283,2775,"C","RUIZ","Napoli",27,6.3,6.89,4.89552631578947,"RUIZ",2775,"C;T","Napoli",17,17,0,20.4597685753339
351,351,,,,,,,,4.89023547158876,"RAMSEY",2472,"T","Juventus",17,17,0,20.4095768246854
352,352,,,,,,,,4.89023547158876,"DONNARUMMAAL",4452,"Pc","Brescia",17,16,1,20.4095768246854
353,353,,,,,,,,4.89023547158876,"LAZZARIM",2263,"E","Lazio",17,17,0,20.4095768246854
215,215,2160,"D","GOSENS","Atalanta",28,6.18,6.54,4.81894736842105,"GOSENS",2160,"E","Atalanta",15,14,1,19.7333001167234
100,100,464,"D","FLORENZI","Roma",29,6.03,6.31,4.81552631578947,"FLORENZI",464,"Dd;E","Roma",10,10,0,19.7008461993284
55,55,286,"D","BONUCCI","Juventus",29,6.02,6.29,4.80026315789474,"BONUCCI",286,"Dc","Juventus",11,11,0,19.5560517986432
77,77,374,"C","POLI","Bologna",28,6.11,6.48,4.77473684210526,"POLI",374,"M;C","Bologna",10,10,0,19.313895645773
213,213,2141,"C","DEPAOLI","Chievo",32,5.75,5.66,4.76631578947368,"DEPAOLI",2141,"Dd;E","Sampdoria",6,6,0,19.2340090798777
17,17,123,"A","INGLESE","Parma",25,6.14,7.24,4.76315789473684,"INGLESE",123,"Pc","Parma",23,23,0,19.204051617667
143,143,644,"C","PULGAR","Bologna",28,5.96,6.46,4.76,"PULGAR",644,"M;C","Fiorentina",15,13,2,19.1740941554563
47,47,253,"D","D'AMBROSIO","Inter",29,5.95,6.19,4.72394736842105,"DAMBROSIO",253,"Dd;Ds;Dc","Inter",12,12,0,18.8320797952169
253,253,2318,"D","ROGERIO","Sassuolo",32,5.64,5.59,4.70736842105263,"ROGERIO",2318,"Ds;E","Sassuolo",7,7,0,18.6748031186106
302,302,2825,"C","BOURABIA","Sassuolo",31,5.82,5.77,4.70710526315789,"BOURABIA",2825,"C","Sassuolo",5,5,0,18.6723066634263
180,180,1934,"P","STRAKOSHA","Lazio",35,6.17,5.09,4.68815789473684,"STRAKOSHA",1934,"Por","Lazio",14,13,1,18.4925618901619
354,354,,,,,,,,4.67509276429782,"JOAOPEDRO",1874,"A","Cagliari",16,16,0,18.3686191422168
63,63,309,"A","DYBALA","Juventus",27,5.94,6.56,4.66105263157895,"DYBALA",309,"A","Juventus",25,25,0,18.2354270061864
220,220,2168,"D","MUSACCHIO","Milan",29,6.02,6.09,4.64763157894737,"MUSACCHIO",2168,"Dc","Milan",7,7,0,18.1081077917907
111,111,509,"P","CONSIGLI","Sassuolo",36,6.25,4.89,4.63263157894737,"CONSIGLI",509,"Por","Sassuolo",10,10,0,17.9658098462897
19,19,133,"P","SKORUPSKI","Bologna",38,6.11,4.62,4.62,"SKORUPSKI",133,"Por","Bologna",9,9,0,17.8459799974467
186,186,1978,"C","SENSI","Sassuolo",28,6.05,6.27,4.62,"SENSI",1978,"C","Inter",14,13,1,17.8459799974467
32,32,183,"A","BABACAR","Sassuolo",26,5.87,6.75,4.61842105263158,"BABACAR",183,"Pc","Sassuolo",14,14,0,17.8310012663414
232,232,2197,"D","CASTAGNE","Atalanta",27,6.04,6.5,4.61842105263158,"CASTAGNE",2197,"E","Atalanta",13,13,0,17.8310012663414
278,278,2766,"C","ZANIOLO","Roma",27,6.13,6.5,4.61842105263158,"ZANIOLO",2766,"T","Roma",16,16,0,17.8310012663414
218,218,2166,"C","BENTANCUR","Juventus",29,5.91,6.03,4.60184210526316,"BENTANCUR",2166,"C","Juventus",7,7,0,17.673724589735
315,315,2865,"D","AINA","Torino",29,5.91,6.02,4.59421052631579,"AINA",2865,"E","Torino",8,8,0,17.6013273893924
240,240,2261,"D","VICARI","SPAL",28,5.95,6.09,4.48736842105263,"VICARI",2261,"Dc","SPAL",7,7,0,16.5877665845956
226,226,2181,"D","PALOMINO","Atalanta",28,6.05,6.07,4.47263157894737,"PALOMINO",2181,"Dc","Atalanta",9,9,0,16.4479650942788
355,355,,,,,,,,4.45995005700688,"DONNARUMMAG",350,"Por","Milan",15,15,0,16.3276614597483
356,356,,,,,,,,4.45995005700688,"CAN",2504,"M;C","Juventus",15,15,0,16.3276614597483
151,151,761,"P","AUDERO","Sampdoria",36,6.04,4.65,4.40526315789474,"AUDERO",761,"Por","Sampdoria",11,11,0,15.8088725671164
154,154,780,"D","CIONEK","SPAL",30,5.77,5.58,4.40526315789474,"CIONEK",780,"Dc","SPAL",7,7,0,15.8088725671164
149,149,708,"D","FELIPE","SPAL",28,5.84,5.96,4.39157894736842,"FELIPE",708,"Dc","SPAL",6,6,0,15.6790568975365
135,135,621,"C","ROMULO","Lazio",27,6.04,6.17,4.38394736842105,"ROMULO",621,"E;M","Genoa",9,9,0,15.6066596971938
140,140,637,"A","SILIGARDI","Parma",27,6,6.15,4.36973684210526,"SILIGARDI",637,"W","Parma",8,8,0,15.4718511172455
247,247,2287,"C","RAMIREZ","Sampdoria",26,5.92,6.38,4.36526315789474,"RAMIREZ",2287,"T","Sampdoria",9,9,0,15.4294113791137
245,245,2284,"A","CAICEDO","Lazio",23,6.15,7.2,4.35789473684211,"CAICEDO",2284,"Pc","Lazio",12,12,0,15.3595106339553
229,229,2192,"D","BONIFAZI","SPAL",27,5.94,6.13,4.35552631578947,"BONIFAZI",2192,"Dc","Torino",9,8,1,15.3370425372972
26,26,159,"P","SEPE","Parma",37,6.09,4.43,4.31342105263158,"SEPE",159,"Por","Parma",8,8,0,14.9376097078207
31,31,181,"C","VECINO","Inter",27,5.85,6.07,4.31289473684211,"VECINO",181,"M;C","Inter",9,9,0,14.9326167974522
99,99,459,"D","MANOLAS","Roma",27,6.06,6.06,4.30578947368421,"MANOLAS",459,"Dc","Napoli",13,13,0,14.865212507478
246,246,2285,"D","BANI","Chievo",30,5.65,5.43,4.28684210526316,"BANI",2285,"Dc","Bologna",4,4,0,14.6854677342136
148,148,706,"D","ANSALDI","Torino",24,6.38,6.77,4.27578947368421,"ANSALDI",706,"E","Torino",15,15,0,14.580616616476
95,95,418,"D","GOLDANIGA","Frosinone",29,5.57,5.6,4.27368421052632,"GOLDANIGA",418,"Dc","Sassuolo",4,4,0,14.5606449750022
200,200,2038,"A","PINAMONTI","Frosinone",25,5.8,6.48,4.26315789473684,"PINAMONTI",2038,"Pc","Genoa",20,19,1,14.460786767633
357,357,,,,,,,,4.24480734971594,"DOUGLASCOSTA",2200,"W","Juventus",14,14,0,14.2867037772798
358,358,,,,,,,,4.24480734971594,"ALEXSANDRO",662,"Ds;E","Juventus",14,14,0,14.2867037772798
359,359,,,,,,,,4.24480734971594,"GODIN",2572,"Dc","Inter",14,14,0,14.2867037772798
360,360,,,,,,,,4.24480734971594,"DELIGT",4428,"Dc","Juventus",14,14,0,14.2867037772798
361,361,,,,,,,,4.24480734971594,"ROMAGNOLIA",460,"Dc","Milan",14,14,0,14.2867037772798
362,362,,,,,,,,4.24480734971594,"MANCINIG",2296,"Dc","Roma",14,14,0,14.2867037772798
363,363,,,,,,,,4.24480734971594,"RABIOT",2379,"C","Juventus",14,14,0,14.2867037772798
69,69,329,"D","RADU","Lazio",28,5.8,5.75,4.23684210526316,"RADU",329,"Ds;Dc","Lazio",8,7,1,14.2111412492102
14,14,111,"C","BIRSA","Cagliari",26,5.88,6.17,4.22157894736842,"BIRSA",111,"T","Cagliari",7,7,0,14.0663468485249
150,150,713,"C","DZEMAILI","Bologna",27,5.8,5.87,4.17078947368421,"DZEMAILI",713,"C;T","Bologna",8,8,0,13.5845309979688
116,116,526,"C","DUNCAN","Sassuolo",24,6.1,6.6,4.16842105263158,"DUNCAN",526,"M;C","Sassuolo",10,10,0,13.5620629013108
65,65,315,"A","ZAZA","Torino",26,5.69,6.08,4.16,"ZAZA",315,"Pc","Torino",13,12,1,13.4821763354155
304,304,2832,"C","BOGA","Sassuolo",24,6.15,6.56,4.14315789473684,"BOGA",2832,"W;A","Sassuolo",14,14,0,13.3224032036248
33,33,184,"C","BERNARDESCHI","Juventus",25,6.04,6.26,4.11842105263158,"BERNARDESCHI",184,"W;A","Juventus",20,20,0,13.0877364163074
244,244,2280,"D","NUYTINCK","Udinese",27,5.87,5.76,4.09263157894737,"NUYTINCK",2280,"Dc","Udinese",4,4,0,12.843083808253
98,98,453,"P","SZCZESNY","Juventus",28,6.14,5.54,4.0821052631579,"SZCZESNY",453,"Por","Juventus",17,17,0,12.7432256008839
364,364,,,,,,,,4.029664642425,"PAULOPEZ",4419,"Por","Roma",13,14,-1,12.2457460948112
365,365,,,,,,,,4.029664642425,"ANDRESILVA",2175,"Pc","Milan",13,13,0,12.2457460948112
366,366,,,,,,,,4.029664642425,"DICARMINE",4500,"Pc","Verona",13,13,0,12.2457460948112
367,367,,,,,,,,4.029664642425,"DEVRIJ",322,"Dc","Inter",13,13,0,12.2457460948112
368,368,,,,,,,,4.029664642425,"PELLEGRINILO",530,"C;T","Roma",13,13,0,12.2457460948112
369,369,,,,,,,,4.029664642425,"SANSONEN",537,"A","Bologna",13,12,1,12.2457460948112
170,170,1869,"D","PISACANE","Cagliari",26,5.83,5.87,4.01631578947368,"PISACANE",1869,"Dd;Ds;Dc","Cagliari",5,5,0,12.1191118048267
233,233,2201,"A","UNDER","Roma",23,5.96,6.59,3.98868421052632,"UNDER",2201,"W;A","Roma",19,18,1,11.8569840104828
285,285,2779,"A","KLUIVERT","Roma",24,5.88,6.21,3.92210526315789,"KLUIVERT",2779,"W","Roma",17,17,0,11.225380848873
75,75,357,"D","CALABRIA","Milan",25,5.9,5.96,3.92105263157895,"CALABRIA",357,"Dd;E","Milan",9,9,0,11.2153950281361
57,57,288,"D","CHIELLINI","Juventus",23,6.35,6.46,3.91,"CHIELLINI",288,"Dc","Juventus",15,14,1,11.1105439103985
0,0,4,"P","SPORTIELLO","Frosinone",35,6.11,4.21,3.87763157894737,"SPORTIELLO",4,"Por","Atalanta",1,1,0,10.8034799227384
228,228,2188,"C","MARUSIC","Lazio",25,5.8,5.88,3.86842105263158,"MARUSIC",2188,"E","Lazio",5,5,0,10.7161039912904
260,260,2625,"C","SORIANO","Bologna",24,5.9,6.1,3.85263157894737,"SORIANO",2625,"T","Bologna",13,13,0,10.5663166802367
183,183,1958,"A","CAPRARI","Sampdoria",21,6,6.93,3.82973684210526,"CAPRARI",1958,"A","Sampdoria",13,14,-1,10.3491250792088
370,370,,,,,,,,3.81452193513405,"DIFRANCESCOF",1857,"W","SPAL",12,11,1,10.2047884123427
371,371,,,,,,,,3.81452193513405,"TORREGROSSA",4453,"Pc","Brescia",12,12,0,10.2047884123427
372,372,,,,,,,,3.81452193513405,"DEROON",22,"M;C","Atalanta",12,12,0,10.2047884123427
373,373,,,,,,,,3.81452193513405,"LOCATELLIM",827,"M;C","Sassuolo",12,12,0,10.2047884123427
374,374,,,,,,,,3.81452193513405,"NANDEZ",4514,"M;C","Cagliari",12,12,0,10.2047884123427
375,375,,,,,,,,3.81452193513405,"DANILO",4237,"Dd;Ds;E","Juventus",12,12,0,10.2047884123427
264,264,2692,"A","CASTILLEJO","Milan",22,5.95,6.55,3.79210526315789,"CASTILLEJO",2692,"W;A","Milan",10,10,0,9.99213198786412
20,20,140,"D","HYSAJ","Napoli",25,5.76,5.76,3.78947368421053,"HYSAJ",140,"Dd;Ds;E","Napoli",7,7,0,9.96716743602191
270,270,2746,"D","DIJKS","Bologna",24,6,5.98,3.77684210526316,"DIJKS",2746,"Ds;E","Bologna",8,8,0,9.84733758717894
234,234,2205,"C","BERENGUER","Torino",22,6.09,6.43,3.72263157894737,"BERENGUER",2205,"W","Torino",8,8,0,9.33306781922787
314,314,2860,"D","MALCUIT","Napoli",23,6.11,6.15,3.72236842105263,"MALCUIT",2860,"Dd;E","Napoli",8,8,0,9.33057136404362
208,208,2104,"D","BERESZYNSKI","Sampdoria",25,5.66,5.6,3.68421052631579,"BERESZYNSKI",2104,"Dd;E","Sampdoria",6,6,0,8.96858536233052
293,293,2792,"P","MUSSO","Udinese",29,6.26,4.81,3.67078947368421,"MUSSO",2792,"Por","Udinese",10,9,1,8.84126614793486
168,168,1866,"D","CEPPITELLI","Cagliari",24,5.92,5.81,3.66947368421053,"CEPPITELLI",1866,"Dc","Cagliari",7,7,0,8.82878387201376
209,209,2116,"D","FARAGO'","Cagliari",24,5.83,5.81,3.66947368421053,"FARAGO",2116,"E;C","Cagliari",4,4,0,8.82878387201376
42,42,245,"A","PANDEV","Genoa",21,6.05,6.6,3.64736842105263,"PANDEV",245,"T;A","Genoa",11,11,0,8.61908163653852
7,7,50,"D","MBAYE","Bologna",23,5.8,5.96,3.60736842105263,"MBAYE",50,"Dd;Ds;E","Bologna",6,6,0,8.2396204485358
24,24,150,"C","SAPONARA","Sampdoria",21,6.12,6.52,3.60315789473684,"SAPONARA",150,"T","Genoa",11,11,0,8.19967716558814
376,376,,,,,,,,3.59937922784311,"OBIANG",4501,"M;C","Sassuolo",11,11,0,8.16383072987414
377,377,,,,,,,,3.59937922784311,"DILORENZO",2816,"Dd;E","Napoli",11,11,0,8.16383072987414
378,378,,,,,,,,3.59937922784311,"SMALLING",4245,"Dc","Roma",11,11,0,8.16383072987414
379,379,,,,,,,,3.59937922784311,"MALINOVSKYI",4427,"C;T","Atalanta",11,11,0,8.16383072987414
380,380,,,,,,,,3.59937922784311,"TRAOREHJ",2857,"C;T","Sassuolo",11,11,0,8.16383072987414
190,190,1995,"C","DJURICIC","Sassuolo",22,5.82,6.07,3.51421052631579,"DJURICIC",1995,"T","Sassuolo",4,4,0,7.35587531331896
117,117,528,"C","MAGNANELLI","Sassuolo",23,5.87,5.76,3.48631578947368,"MAGNANELLI",528,"M","Sassuolo",5,5,0,7.09125106379071
2,2,20,"C","CIGARINI","Cagliari",23,5.87,5.72,3.46210526315789,"CIGARINI",20,"M;C","Cagliari",7,7,0,6.86157718684169
